SMILES                                                                                                                    ,MolWt             ,MolLogP              ,pChEMBL Value
COC(=O)C(COC(=O)/C=C/c1ccc(OC(C)=O)c(OC(C)=O)c1)OC(=O)/C=C/c1ccc(OC(C)=O)c(OC(C)=O)c1                                     ,612.5400000000003 ,2.742400000000001    ,5.0
COC(=O)C1=C(O)/C(=C\c2ccc(CNC(=O)C(=O)Nc3ccc(C)cc3)o2)N=C1C                                                               ,423.4250000000001 ,2.6434200000000008   ,4.09
COC(=O)CCSC1c2c(c(O)c3ncccc3c2OC)C(=O)N1Cc1ccc(F)cc1                                                                      ,456.4950000000003 ,4.039000000000003    ,6.51
COC(=O)O[C@]1(C(=O)O)CC(OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1                              ,574.4910000000002 ,1.8202999999999996   ,6.1
COC(=O)[C@@H](CNC(=O)/C=C/c1ccc(OC(C)=O)c(OC(C)=O)c1)NC(=O)/C=C/c1ccc(OC(C)=O)c(OC(C)=O)c1                                ,610.5720000000002 ,1.8883999999999983   ,4.98
COC(=O)[C@@H](COC(=O)/C=C/c1ccc(OC(C)=O)c(OC(C)=O)c1)NC(=O)/C=C/c1ccc(OC(C)=O)c(OC(C)=O)c1                                ,611.5560000000003 ,2.3154000000000003   ,5.525
COC(=O)[C@H](COC(=O)/C=C/c1ccc(OC(C)=O)c(OC(C)=O)c1)NC(=O)/C=C/c1ccc(OC(C)=O)c(OC(C)=O)c1                                 ,611.5560000000003 ,2.3154000000000003   ,5.484999999999999
COC(=O)c1c(C)c2c(c(C)c1O)OC(=O)c1c(C)cc(O)c(C=O)c1O2                                                                      ,372.3290000000001 ,2.947060000000002    ,5.07
COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(C=O)c2O)c(C)c1O                                                                        ,374.34500000000014,2.546960000000001    ,4.305
COC(=O)c1cc2ccc(O)c(O)c2cn1                                                                                               ,219.196           ,1.4325999999999997   ,4.85
COC(=O)c1ccc(C(=O)OC)c(NC(=O)c2ccc(C)c([N+](=O)[O-])c2)c1                                                                 ,372.3330000000001 ,2.728720000000001    ,4.04
COC(=O)c1ccc2c(O)c(O)ccc2c1                                                                                               ,218.208           ,2.0375999999999994   ,4.536666666666666
