SMILES                                                                                                       ,MolWt             ,MolLogP            ,pChEMBL Value
CCC(C)Sc1nc(O)c(C)c(Cc2ccc3ccccc3c2)n1                                                                       ,338.476           ,5.125220000000004  ,4.53
CCC(C)Sc1nc(O)c(C)c(Cc2cccc(C)c2)n1                                                                          ,302.44300000000004,4.280440000000003  ,5.57
CCC(C)Sc1nc(O)c(C)c(Cc2cccc(Cl)c2)n1                                                                         ,322.86100000000005,4.625420000000003  ,6.05
CCC(C)Sc1nc(O)c(C)c(Cc2cccc(F)c2)n1                                                                          ,306.406           ,4.111120000000003  ,5.82
CCC(C)Sc1nc(O)c(C)c(Cc2cccc([N+](=O)[O-])c2)n1                                                               ,333.41300000000007,3.880220000000003  ,6.4
CCC(C)Sc1nc(O)c(C)c(Cc2cccc3ccccc23)n1                                                                       ,338.47600000000006,5.125220000000004  ,4.65
CCC(C)Sc1nc(O)c(C)c(Cc2ccccc2)n1                                                                             ,288.416           ,3.972020000000003  ,6.3
CCC(C)Sc1nc(O)c(C)c(Cc2ccccc2Cl)n1                                                                           ,322.86100000000005,4.625420000000003  ,6.4
CCC(C)Sc1nc(O)c(C)c(Cc2ccccc2F)n1                                                                            ,306.406           ,4.111120000000002  ,6.39
CCC(C)Sc1nc(O)cc(Cc2c(Cl)cccc2Cl)n1                                                                          ,343.27900000000005,4.970400000000004  ,7.0
CCC(C)Sc1nc(O)cc(Cc2c(F)cccc2F)n1                                                                            ,310.36899999999997,3.9418000000000024 ,7.3
CCC(C)Sc1nc(O)cc(Cc2ccc(Cl)cc2)n1                                                                            ,308.834           ,4.317000000000003  ,5.32
CCC(C)Sc1nc(O)cc(Cc2ccc(F)cc2)n1                                                                             ,292.37899999999996,3.8027000000000024 ,5.13
CCC(C)Sc1nc(O)cc(Cc2ccc([N+](=O)[O-])cc2)n1                                                                  ,319.386           ,3.5718000000000023 ,5.92
CCC(C)Sc1nc(O)cc(Cc2ccc3ccccc3c2)n1                                                                          ,324.449           ,4.816800000000004  ,5.13
CCC(C)Sc1nc(O)cc(Cc2cccc(C)c2)n1                                                                             ,288.416           ,3.972020000000003  ,5.92
CCC(C)Sc1nc(O)cc(Cc2cccc(Cl)c2)n1                                                                            ,308.834           ,4.317000000000003  ,5.72
CCC(C)Sc1nc(O)cc(Cc2cccc(F)c2)n1                                                                             ,292.379           ,3.8027000000000024 ,6.22
CCC(C)Sc1nc(O)cc(Cc2cccc([N+](=O)[O-])c2)n1                                                                  ,319.386           ,3.5718000000000023 ,6.52
CCC(C)Sc1nc(O)cc(Cc2cccc3ccccc23)n1                                                                          ,324.449           ,4.816800000000003  ,5.09
CCC(C)Sc1nc(O)cc(Cc2ccccc2Cl)n1                                                                              ,308.834           ,4.317000000000003  ,5.8
CCC(C)Sc1nc(O)cc(Cc2ccccc2[N+](=O)[O-])n1                                                                    ,319.3860000000001 ,3.5718000000000023 ,6.52
CCC(c1cc(O)nc(SC2CCCCC2)n1)c1cccc2ccccc12                                                                    ,378.541           ,6.3021000000000065 ,5.85
CCC(c1ccccc1)c1cc(O)nc(SC(C)C)n1                                                                             ,288.416           ,4.224600000000003  ,5.64
CCC(c1ccccc1)c1cc(O)nc(SC2CCCCC2)n1                                                                          ,328.48100000000017,5.148900000000004  ,5.43
CCC1(CCC/C=C(\c2cc(Cl)c(OC)c(C=O)c2)c2cc(Cl)c(OC)c(CO)c2)OCCO1                                               ,509.4260000000004 ,6.070500000000007  ,4.5
CCC1(CCCC=C(c2cc(Cl)c(OC)c(CO)c2)c2cc(Cl)c(OC)c(CO)c2)OCCO1                                                  ,511.44200000000035,5.750300000000008  ,5.0
CCC1(c2ccccc2)Oc2ccccc2-n2cccc2C1=O                                                                          ,303.36100000000005,4.357900000000003  ,6.6
CCC1=C(C)NC(N)C(CCc2nc3ccccc3o2)=C1                                                                          ,283.375           ,3.2588000000000017 ,4.0
CCC1=C(C)NC(OC)C(CCN2C(=O)c3ccccc3C2=O)=C1                                                                   ,326.396           ,2.8588000000000013 ,5.21
CCC1=C(C)NC(OC)C(CN2C(=O)c3ccccc3C2=O)=C1                                                                    ,312.369           ,2.468700000000001  ,4.8
CCC1OC(/C=C/C2CC2)(C(F)(F)F)c2cc(F)ccc2NC1=O                                                                 ,343.32            ,4.296800000000003  ,6.82
CCC1OC(C#CC2CC2)(C(F)(F)F)c2cc(Cl)ccc2NC1=O                                                                  ,357.759           ,4.258300000000002  ,6.41
CCC1Oc2ccccc2-n2cccc2C1=O                                                                                    ,227.26299999999998,2.8310000000000013 ,4.0
CCCC#CC1(C(F)(F)F)OC(=O)Nc2ccc(N)cc21                                                                        ,298.26400000000007,3.3920000000000012 ,5.82
CCCC#CC1(C(F)(F)F)OC(=O)Nc2ccc([N+](=O)[O-])cc21                                                             ,328.2460000000001 ,3.7180000000000026 ,6.52
